QueryId;keywords;expected;targetUrl;nbKewords
1605691;register;156;http://www.register.com/;1
391440;cosmetics;155;http://www.cosmeticsbag.com/;1
7916660;air,travel;153;http://www.nwa.com/;2
6933933;metal,music;153;http://www.hardradio.com/;2
3609556;mortgages;153;http://www.ameriquestmortgage.com/;1
12752813;stationery;153;http://www.printingforless.com/;1
3809925;south,dakota;152;http://www.sddot.com/;2
181236;northwest;152;http://www.nwa.com/;1
2342504;web,phone;151;http://www.convertit.com/;2
1440518;airlines;150;http://www.nwa.com/;1
5515244;bedding;150;http://www.got2haveit.com/;1
664646;kids,health;149;http://www.kids.gov/;2
12524413;carriers;147;http://www.pensketruckrental.com/;1
1005697;free,sites;146;http://www.ourchurch.com/;2
4529546;pools;146;http://www.arrl.org/;1
2530123;dictionary;146;http://www.weddingvendors.com/;1
304225;pagan;145;http://www.paganfed.org/;1
3482111;free,online,community;144;http://www.communities.com/;3
1412529;market,research;144;http://www.wilsonweb.com/;2
4677932;music,equipment;144;http://www.samash.com/;2
2184772;factory;144;http://www.factoryfive.com/;1
496634;credit,union;142;http://www.ncua.gov/;2
2515288;cast;142;http://www.cast.org/;1
723190;free,website,design;141;http://www.ourchurch.com/;3
17501168;real,estate,web;141;http://homes.hamptonroads.com/;3
9326079;sewing;141;http://www.simplicity.com/;1
3051904;hollywood;141;http://www.hollywoodpark.com/;1
7050875;prints;141;http://www.paceprints.com/;1
14397792;watches;141;http://www.got2haveit.com/;1
1029470;music,downloads;140;http://www.emp3world.com/;2
3062694;rugs;140;http://www.naturalarearugs.com/;1
2987080;travel,scotland;139;http://www.fife.50megs.com/;2
5744275;boarding;139;http://www.abka.com/;1
9516522;weight,loss;138;http://www.weightlossforall.com/;2
7889344;weight,loss;138;http://www.jennycraig.com/;2
1777688;adobe;137;http://www.needsoftware.com/;1
11658121;liberty;137;http://www.libertymutual.com/;1
633436;hacking;136;http://www.hackershomepage.com/;1
3522945;candy;134;http://www.smm.org/;1
22350069;scottish;134;http://www.fife.50megs.com/;1
1608842;free,online,games;133;http://www.bingo.com/;3
453270;free,online,games;133;http://www.flyordie.com/;3
3093025;wild;133;http://www.nationalreview.com/;1
2620076;speech;132;http://www.asha.org/;1
1344809;interior,design;130;http://www.designfinder.com/;2
3467665;world,time;130;http://www.convertit.com/;2
1120464;air,conditioning;130;http://www.carrier.com/;2
10539112;airline;129;http://www.nwa.com/;1
2779708;internet,radio;128;http://www.shoutcast.com/;2
2741864;islam;128;http://www.islamonline.net/;1
117514;gymnastics;127;http://www.ighof.com/;1
6073672;forms;127;http://www.uslivingwillregistry.com/;1
1078905;track;127;http://www.8trackheaven.com/;1
790955;patterns;126;http://www.simplicity.com/;1
23204056;people,search;125;http://www.numberway.com/;2
22915815;publishing,book;125;http://www.wheatmark.com/;2
4378022;catholic,religion;125;http://www.answerbag.com/;2
1740391;celebrities;125;http://www.vanishingtattoo.com/;1
822834;visual,media;124;http://www.visual--media.com/;2
1248447;gourmet;124;http://www.gourmetspot.com/;1
15831138;flash,games;123;http://www.ridiculopathy.com/;2
3781322;flash,games;123;http://www.flashgames247.com/;2
5679688;breast;123;http://www.nationalbreastcancer.org/;1
1552849;window;123;http://www.pcpitstop.com/;1
1853556;meditation;121;http://www.dailyzen.com/;1
2703188;discovery;120;http://www.discovery.org/;1
16319991;domain;120;http://www.register.com/;1
21601818;beach,rentals;119;http://www.discovermyrtlebeach.com/;2
6632671;kit;119;http://www.factoryfive.com/;1
1056746;home,loans;117;http://www.ameriquestmortgage.com/;2
10987554;heating,air;117;http://www.carrier.com/;2
347207;shopping,network;116;http://www.dishnetwork.com/;2
896109;history,photography;116;http://www.photo.net/;2
2189002;photography,history;116;http://www.photo.net/;2
4243052;personalized,gifts;115;http://www.createafavor.com/;2
791905;stock,photography;115;http://www.alamy.com/;2
11938373;anglican,religion;115;http://www.answerbag.com/;2
23155479;ships;115;http://www.hnsa.org/;1
12432817;sleep;115;http://www.journalsleep.org/;1
1117567;groups,people;114;http://www.midgard-project.org/;2
3981538;marketing,articles;114;http://www.wilsonweb.com/;2
1594462;reservations;114;http://www.nwa.com/;1
1541041;kids,history;113;http://www.kids.gov/;2
13293808;choice;113;http://www.ourchurch.com/;1
4495446;southwest;113;http://www.reinsure.com/;1
2728619;free,mp3;112;http://www.emp3world.com/;2
13672977;purses;112;http://www.sierratradingpost.com/;1
1815452;dental;112;http://discountpetdrugs.com/;1
1333850;air,conditioning,heating;111;http://www.carrier.com/;3
20216836;jones;111;http://www.diku.dk/;1
367255;autism;110;http://www.crazymeds.org/;1
1378824;myrtle,beach;109;http://www.discovermyrtlebeach.com/;2
4413770;conversion;109;http://www.convertit.com/;1
1068490;designer,clothing;108;http://www.vintagedesignerclothing.com/;2
20374374;business,card;108;http://www.iprint.com/;2
13057076;sex,toys;107;http://www.mypleasure.com/;2
2785913;catholic,christianity;107;http://www.acts1711.com/;2
8581027;sex,toys;107;http://www.babeland.com/;2
2055658;classic,cars;106;http://www.volocars.com/;2
19540415;free,websites;106;http://www.ourchurch.com/;2
614953;adult,toys;106;http://www.babeland.com/;2
1248894;food,services;106;http://www.sandiegonorth.com/;2
1247133;anderson;106;http://www.sofeminine.co.uk/;1
2897744;portugal;105;http://www.visitportugal.com/;1
12447036;bend;105;http://www.babeland.com/;1
1968537;history,images;104;http://www.photo.net/;2
964280;aid,home;104;http://www.first-aid-product.com/;2
5715926;france,business;104;http://www.businesspatrol.com/;2
12519726;phone,directory;103;http://www.numberway.com/;2
3675165;swimwear;103;http://www.beachblvdswim.com/;1
11773460;panel;103;http://www.swov.nl/;1
13177311;theaters;103;http://www.centurytheatres.com/;1
9692399;billiards;103;http://www.flyordie.com/;1
9605438;live,news;101;http://www.businessworld.ie/;2
4781926;science,museum;101;http://www.smm.org/;2
4206444;dress;101;http://elouai.com/;1
598056;beads;101;http://www.harlequinbeads.com/;1
1350697;free,web,hosting;100;http://www.freedomain.co.nr/;3
2232056;dance,clothing;99;http://www.sweetandpowerful.com/;2
1079434;solar,energy;99;http://www.seia.org/;2
3726920;safety,training;98;http://www.trainosha.com/;2
3336299;house,art;98;http://www.pgtheatres.com/;2
964724;hats;98;http://aztexhats.com/;1
16286448;infertility;98;http://www.americaninfertility.org/;1
3402722;cambridge;98;http://www.harvard.edu/;1
2794061;free,email;97;http://www.hallmark.com/;2
1843861;art,portfolio;97;http://art-support.com/;2
2333019;peru;97;http://www.perulinks.com/;1
1173546;songs;97;http://www.weddingvendors.com/;1
5082613;seniors;97;http://www.seniorsinc.org/;1
12017458;shopping,sex,toys;96;http://www.babeland.com/;3
1622594;free,web,sites;96;http://www.ourchurch.com/;3
1414652;ethnic,food;96;http://www.gourmetspot.com/;2
11375647;wireless,software;96;http://www.intel.com/;2
721845;musculoskeletal,disorders;96;http://www.nap.edu/;2
6575935;angel;96;http://www.dishnetwork.com/;1
12736670;kids,fun,games;95;http://www.kids.gov/;3
6533039;music,files;95;http://www.emp3world.com/;2
17939078;streaming,music;95;http://www.shoutcast.com/;2
71845;free,download,music;94;http://www.emp3world.com/;3
23177857;free,music,download;94;http://www.emp3world.com/;3
1138956;web,design,school;94;http://www.risd.edu/;3
1839415;photography,equipment;94;http://www.photo.net/;2
4646351;news,google;94;http://www.eff.org/;2
1839415;photography,equipment;94;http://www.robertwhite.co.uk/;2
2745249;mp3,downloads;94;http://www.emp3world.com/;2
10065192;seeds;94;http://www.nickcaveandthebadseeds.com/;1
4893171;active;94;http://www.pcpitstop.com/;1
3166409;telephone;94;http://www.numberway.com/;1
854287;morgan;93;http://www.morgan.edu/;1
4282915;jewelry,supplies;92;http://www.silversource.com/;2
5617902;network,tv;92;http://www.dishnetwork.com/;2
1489277;tribal;92;http://www.vanishingtattoo.com/;1
1567684;diabetes;92;http://www.diabetes.ca/;1
21617469;gossip;91;http://www.gossiplist.com/;1
16941893;loan;91;http://www.checkngo.com/;1
2422149;vintage,clothing;90;http://www.sazzvintage.com/;2
3369962;living,arts;90;http://www.gaiam.com/;2
1162969;luggage;90;http://www.worldtraveler.com/;1
2170175;wireless,internet;89;http://www.internet.com/;2
4152435;christian,news;89;http://www.worthynews.com/;2
71845;alcoholism;89;http://www.aca-usa.org/;1
1444736;filters;89;http://www.bestfilters.com/;1
476321;digital,photos;88;http://www.flipalbum.com/;2
3425360;kitchen,design;88;http://www.gourmetspot.com/;2
1118712;med;88;http://www.aftonbladet.se/;1
10074484;radios;88;http://www.pixmania.co.uk/;1
7863056;evaluation;88;http://www.vuw.ac.nz/;1
2244881;sky;88;http://www.sky.com/;1
724809;support,group;87;http://www.mdsg.org/;2
6223262;travel,companies;87;http://www.aito.co.uk/;2
982092;naples;87;http://www.naplesdowntown.com/;1
7601771;poland;87;http://www.poland.com/;1
596048;song;87;http://www.praisecharts.com/;1
4760587;yorkshire,united,kingdom;86;http://www.yorkshirevisitor.com/;3
19056538;promotional,products;86;http://www.gopromos.com/;2
1092732;focus;86;http://www.focusfeatures.com/;1
5137026;circle;86;http://www.horsesaddleshop.com/;1
2469902;free,online,books;85;http://www.nap.edu/;3
433910;to,learn;85;http://www.nap.edu/;2
1674093;political,organizations;85;http://www.politicalresources.net/;2
1355597;streaming,radio;85;http://www.shoutcast.com/;2
9500330;favors;85;http://www.frenchfavors.com/;1
5406971;marina;85;http://www.trumpmarina.com/;1
8366787;free,music,downloads;84;http://www.emp3world.com/;3
5246251;professional,web,design;84;http://www.obuweb.com/;3
16758478;exterior;84;http://www.photo.net/;1
14083421;island,real,estate;83;http://www.privateislandsonline.com/;3
1683004;digital,camera;83;http://www.photo.net/;2
4087799;wedding,planning;83;http://www.weddingmanor.com/;2
23207084;planning,wedding;83;http://www.weddingmanor.com/;2
4145037;dolls;83;http://elouai.com/;1
9523119;archery;82;http://www.bowtecharchery.com/;1
5867614;turkey;82;http://www.about-turkey.com/;1
14646553;print,online;81;http://www.printingforless.com/;2
3318459;math,school;81;http://www.bymath.com/;2
14646553;print,online;81;http://www.iprint.com/;2
4682271;women,online;81;http://www.wowwomen.com/;2
1162969;iron;81;http://www.irondisorders.org/;1
1307041;years;81;http://www.ten-years-after.com/;1
11985504;home,school,curriculum;80;http://www.robinsoncurriculum.com/;3
4485885;safety,products;80;http://www.mypreciouskid.com/;2
6321715;travel,michigan;80;http://www.michigan.org/;2
4140785;michigan,travel;80;http://www.michigan.org/;2
1933143;smoking;80;http://www.cigarette.com/;1
7406592;wheels;80;http://www.nuwa.com/;1
1401293;phone,search;79;http://www.numberway.com/;2
12283835;yahoo;79;http://www.zdnet.com/;1
7478625;disc;79;http://www.discmakers.com/;1
961283;disability,products;78;http://www.handybar.com/;2
2640169;freeware,games;78;http://www.sgi.com/;2
1888239;design,own;78;http://www.daileyint.com/;2
961283;disability,products;78;http://www.disabilityproducts.com/;2
6084934;down;78;http://www.babeland.com/;1
13563291;athens;78;http://www.athensguide.com/;1
1691193;computer,magazines;77;http://www.zdnet.com/;2
2353108;breast,cancer;77;http://www.nationalbreastcancer.org/;2
9907275;amateur,radio;77;http://www.arrl.org/;2
2235894;flags;77;http://www.the-flag-makers.com/;1
9450445;rome,italy;76;http://www.romexplorer.com/;2
2455659;drinks;76;http://www.drinksmixer.com/;1
2615528;plymouth;76;http://www.visit-plymouth.com/;1
19792418;free,download,games,free;75;http://www.download3000.com/;4
3061142;arts,gallery,painting;75;http://artscenecal.com/;3
4709334;medical,equipment;75;http://www.medicalsupplygroup.com/;2
13132131;clark;75;http://www.clarkhoward.com/;1
153480;retreat;75;http://www.retreatfinder.com/;1
8573308;colorado,real,estate;74;http://www.cohomefinder.com/;3
5141543;power,power,supplies;74;http://www.power-one.com/;3
3357584;company,info;74;http://www.sgi.com/;2
1998229;women,clothing;74;http://www.sierratradingpost.com/;2
8841771;key,west;74;http://www.keysnews.com/;2
11950322;online,printing;74;http://www.printingforless.com/;2
1310889;kids,computers;74;http://www.kids.gov/;2
743055;hudson;74;http://www.photo.net/;1
7390368;anxiety;74;http://www.anxietyhelp.org/;1
6475281;greece,tourism;73;http://www.greek-tourism.gr/;2
2814105;muscle;73;http://www.brianmac.demon.co.uk/;1
2656563;boxes;73;http://www.usbox.com/;1
994753;pc,downloads,free;72;http://www.zdnet.com/;3
71845;truck,parts;72;http://www.clarktruck.com/;2
496387;invitations;72;http://www.lcipaper.com/;1
13636910;sweet;72;http://www.melissasweet.net/;1
965577;invitations;72;http://www.party-invitations.com/;1
642162;tattoo;72;http://www.tattoo-art.com/;1
2821065;venice;72;http://europeforvisitors.com/;1
2571992;tattoo;72;http://www.vanishingtattoo.com/;1
4630390;outdoor,gear;71;http://www.outdoorgear.co.uk/;2
3403086;dolly;71;http://www.pensketruckrental.com/;1
623455;virgin;71;http://www.virgin.com/;1
5335982;santa,barbara,california;70;http://www.countyofsb.org/;3
2748719;computer,parts;70;http://www.outletpc.com/;2
13040116;orthopedic;70;http://www.hanger.com/;1
3081984;doctors;70;http://www.doctorspage.net/;1
4943989;crazy;70;http://www.crazyapplerumors.com/;1
1423707;greeting;70;http://www.hallmark.com/;1
791905;stock,photos;69;http://www.photo.net/;2
791905;stock,photo;69;http://www.photo.net/;2
766303;rc,boats;69;http://www.modelrectifier.com/;2
22750443;stock,photos;69;http://www.alamy.com/;2
20479871;science,humor;69;http://www.lhup.edu/;2
3572421;antiques,clocks;69;http://www.pendulantic.com/;2
11166166;music,stores;69;http://www.samash.com/;2
8548825;travel,accessories;69;http://www.worldtraveler.com/;2
21813599;senate;69;http://lieberman.senate.gov/;1
393517;measurement;69;http://www.convertit.com/;1
15106079;wilmington;69;http://www.rowilmington.org/;1
1471463;organizing;69;http://www.onlineorganizing.com/;1
3178680;harvard;69;http://www.harvard.edu/;1
2835690;online,flash,games;68;http://www.flashgames247.com/;3
453270;free,webmaster,tools;68;http://www.123webmaster.com/;3
2408874;rock,metal,bands;68;http://www.hardradio.com/;3
1592702;build,own,pc;68;http://www.daileyint.com/;3
3658838;free,sample;68;http://www.virtix.com/;2
10003437;handcrafted,jewelry;68;http://www.shysiren.com/;2
11768842;handcrafted,jewelry;68;http://www.gemstonegifts.com/;2
742003;photo,software;68;http://www.ulead.com/;2
11081768;hacking,computer;68;http://www.hackershomepage.com/;2
19172892;computer,hacking;68;http://www.hackershomepage.com/;2
12575469;airplane,kits;67;http://www.zenithair.com/;2
1698887;baby,clothes;66;http://www.theretrobaby.com/;2
22112844;psychic,readings;66;http://www.psychic.com.au/;2
10828649;british,news;66;http://www.wrx.zen.co.uk/;2
12229501;dresses;66;http://www.sierratradingpost.com/;1
9719525;battle;66;http://www.battlebots.com/;1
2270793;solar,energy,business;65;http://www.seia.org/;3
10640483;digital,photo,art;65;http://www.karinkuhlmann.de/;3
6983296;clothing,wholesale;65;http://www.wholesalegopher.com/;2
25068;latest,technology;65;http://www.radio-electronics.com/;2
647989;architecture,photography;64;http://www.photo.net/;2
5172493;airfare;64;http://www.nwa.com/;1
5708128;codes;64;http://www.iana.org/;1
8118720;containers;64;http://www.sgi.com/;1
4829354;amsterdam;64;http://www.mymotherlode.com/;1
24641154;alert;64;http://www.ivrsoft.com/;1
1037842;caribbean,vacation,rentals;63;http://www.gocaribbean.net/;3
8457743;dolly,pull;63;http://www.pensketruckrental.com/;2
17208629;mutual,funds;63;http://www.winninginvesting.com/;2
6322323;slot;63;http://www.hotslots132.com/;1
21775488;tyler;63;http://www.cityoftyler.org/;1
1709015;local,weather;62;http://www.theweathernetwork.com/;2
1088092;employment,recruiters;62;http://www.searchfirm.com/;2
10420473;green,solar;62;http://www.smud.org/;2
1883029;greeting,cards;61;http://www.krittercards.com/;2
12388673;pregnancy,birth;61;http://www.medformation.com/;2
149918;insurance,uk;61;http://www.norwichunion.com/;2
366529;greeting,cards;61;http://www.hallmark.com/;2
5081024;online,cards;61;http://www.hallmark.com/;2
14932789;world,computing;61;http://www.macsales.com/;2
8566671;boxing;61;http://www.rossboxing.com/;1
13270547;quilting;61;http://www.quiltville.com/;1
2425647;grammar;61;http://www.grammarbook.com/;1
8700154;sewing,crafts;60;http://www.simplicity.com/;2
167493;nonprofit,jobs;60;http://www.idealist.org/;2
3327031;lionel;60;http://www.uidaho.edu/;1
17866412;relationship;60;http://www.relationship-talk.com/;1
1352262;zen;60;http://www.dailyzen.com/;1
8326529;oregon,real,estate;59;http://www.centraloregonrealtors.com/;3
